"ufo-test\genesis.ufo","",73
"ufo-test\genesis.ufo","fsr",6
"ufo-test\genesis.ufo","flying",1
"ufo-test\genesis.ufo","panther",1
"ufo-test\genesis.ufo","picture",4
"ufo-test\genesis.ufo","pays",1
"ufo-test\genesis.ufo","incurable",1
"ufo-test\genesis.ufo","saucer",1
"ufo-test\genesis.ufo","antarctica",1
"ufo-test\genesis.ufo","fulltime",1
"ufo-test\genesis.ufo","many",3
"ufo-test\genesis.ufo","worth",1
"ufo-test\genesis.ufo","ones",1
"ufo-test\genesis.ufo","nasa",2
"ufo-test\genesis.ufo","older",1
"ufo-test\genesis.ufo","who",14
"ufo-test\genesis.ufo","murky",1
"ufo-test\genesis.ufo","outbursts",1
"ufo-test\genesis.ufo","why",1
"ufo-test\genesis.ufo","ufo",5
"ufo-test\genesis.ufo","explained",2
"ufo-test\genesis.ufo","revolves",1
"ufo-test\genesis.ufo","being",2
"ufo-test\genesis.ufo","reviewer",2
"ufo-test\genesis.ufo","operation",1
"ufo-test\genesis.ufo","reaction",1
"ufo-test\genesis.ufo","normally",2
"ufo-test\genesis.ufo","show",1
"ufo-test\genesis.ufo","breaking",1
"ufo-test\genesis.ufo","tuned",1
"ufo-test\genesis.ufo","using",1
"ufo-test\genesis.ufo","apparently",1
"ufo-test\genesis.ufo","frequently",1
"ufo-test\genesis.ufo","a",40
"ufo-test\genesis.ufo","e",1
"ufo-test\genesis.ufo","i",13
"ufo-test\genesis.ufo","younger",2
"ufo-test\genesis.ufo","l",2
"ufo-test\genesis.ufo","anyone",2
"ufo-test\genesis.ufo","wallows",2
"ufo-test\genesis.ufo","working",2
"ufo-test\genesis.ufo","n",1
"ufo-test\genesis.ufo","documents",1
"ufo-test\genesis.ufo","software",2
"ufo-test\genesis.ufo","seduction",1
"ufo-test\genesis.ufo","author",5
"ufo-test\genesis.ufo","w",2
"ufo-test\genesis.ufo","used",1
"ufo-test\genesis.ufo","mythology",1
"ufo-test\genesis.ufo","strong",2
"ufo-test\genesis.ufo","nightmarish",3
"ufo-test\genesis.ufo","mingles",1
"ufo-test\genesis.ufo","cunning",1
"ufo-test\genesis.ufo","stringfield",1
"ufo-test\genesis.ufo","globe",1
"ufo-test\genesis.ufo","fortunately",1
"ufo-test\genesis.ufo","assume",2
"ufo-test\genesis.ufo","blue",1
"ufo-test\genesis.ufo","about",1
"ufo-test\genesis.ufo","uses",1
"ufo-test\genesis.ufo","standard",2
"ufo-test\genesis.ufo","aerial",1
"ufo-test\genesis.ufo","recognition",1
"ufo-test\genesis.ufo","hope",1
"ufo-test\genesis.ufo","randles",4
"ufo-test\genesis.ufo","march",1
"ufo-test\genesis.ufo","mad",1
"ufo-test\genesis.ufo","ocr",3
"ufo-test\genesis.ufo","hypnosis",1
"ufo-test\genesis.ufo","stroll",3
"ufo-test\genesis.ufo","man",3
"ufo-test\genesis.ufo","monster",2
"ufo-test\genesis.ufo","genesis",7
"ufo-test\genesis.ufo","applied",2
"ufo-test\genesis.ufo","you",4
"ufo-test\genesis.ufo","may",2
"ufo-test\genesis.ufo","phenomena",1
"ufo-test\genesis.ufo","please",1
"ufo-test\genesis.ufo","also",4
"ufo-test\genesis.ufo","longer",1
"ufo-test\genesis.ufo","peace",1
"ufo-test\genesis.ufo","secret",2
"ufo-test\genesis.ufo","murdered",1
"ufo-test\genesis.ufo","perfectly",1
"ufo-test\genesis.ufo","but",10
"ufo-test\genesis.ufo","between",1
